Title,Platform,Genres,Rating,Wishlist,Plays,Backlogs,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year,Release_Year,Publisher
Zero Escape: Zero Time Dilemma,3DS,Adventure,3.0,402.0,2900.0,1.2K,0.06,0.04,0.0,0.01,0.01,2016.0,2016.0,Aksys Games
Zero Escape: Zero Time Dilemma,PSV,Adventure,3.0,402.0,2900.0,1.2K,0.06,0.03,0.0,0.02,0.01,2016.0,2016.0,Aksys Games
Zero Escape: Zero Time Dilemma,3DS,Puzzle,3.0,402.0,2900.0,1.2K,0.06,0.04,0.0,0.01,0.01,2016.0,2016.0,Aksys Games
Zero Escape: Zero Time Dilemma,PSV,Puzzle,3.0,402.0,2900.0,1.2K,0.06,0.03,0.0,0.02,0.01,2016.0,2016.0,Aksys Games
Zero Escape: Zero Time Dilemma,3DS,Rpg,3.0,402.0,2900.0,1.2K,0.06,0.04,0.0,0.01,0.01,2016.0,2016.0,Aksys Games
Zero Escape: Zero Time Dilemma,PSV,Rpg,3.0,402.0,2900.0,1.2K,0.06,0.03,0.0,0.02,0.01,2016.0,2016.0,Aksys Games
Zero Escape: Zero Time Dilemma,3DS,Strategy,3.0,402.0,2900.0,1.2K,0.06,0.04,0.0,0.01,0.01,2016.0,2016.0,Aksys Games
Zero Escape: Zero Time Dilemma,PSV,Strategy,3.0,402.0,2900.0,1.2K,0.06,0.03,0.0,0.02,0.01,2016.0,2016.0,Aksys Games
Zero Escape: Zero Time Dilemma,3DS,Visual Novel,3.0,402.0,2900.0,1.2K,0.06,0.04,0.0,0.01,0.01,2016.0,2016.0,Aksys Games
Zero Escape: Zero Time Dilemma,PSV,Visual Novel,3.0,402.0,2900.0,1.2K,0.06,0.03,0.0,0.02,0.01,2016.0,2016.0,Aksys Games
Deus Ex: Mankind Divided,PS4,Adventure,3.5,458.0,3400.0,2K,0.33,0.1,0.18,0.0,0.05,2016.0,2016.0,Square Enix
Deus Ex: Mankind Divided,XOne,Adventure,3.5,458.0,3400.0,2K,0.15,0.08,0.06,0.0,0.01,2016.0,2016.0,Square Enix
Deus Ex: Mankind Divided,PC,Adventure,3.5,458.0,3400.0,2K,0.02,0.0,0.02,0.0,0.0,2016.0,2016.0,Square Enix
Deus Ex: Mankind Divided,PS4,Rpg,3.5,458.0,3400.0,2K,0.33,0.1,0.18,0.0,0.05,2016.0,2016.0,Square Enix
Deus Ex: Mankind Divided,XOne,Rpg,3.5,458.0,3400.0,2K,0.15,0.08,0.06,0.0,0.01,2016.0,2016.0,Square Enix
Deus Ex: Mankind Divided,PC,Rpg,3.5,458.0,3400.0,2K,0.02,0.0,0.02,0.0,0.0,2016.0,2016.0,Square Enix
Deus Ex: Mankind Divided,PS4,Shooter,3.5,458.0,3400.0,2K,0.33,0.1,0.18,0.0,0.05,2016.0,2016.0,Square Enix
Deus Ex: Mankind Divided,XOne,Shooter,3.5,458.0,3400.0,2K,0.15,0.08,0.06,0.0,0.01,2016.0,2016.0,Square Enix
Deus Ex: Mankind Divided,PC,Shooter,3.5,458.0,3400.0,2K,0.02,0.0,0.02,0.0,0.0,2016.0,2016.0,Square Enix
Guitar Hero III: Legends of Rock,PS2,Music,3.9,78.0,6900.0,174,4.98,3.49,0.01,0.01,1.48,2007.0,2007.0,Activision
Guitar Hero III: Legends of Rock,Wii,Music,3.9,78.0,6900.0,174,4.62,3.06,1.12,0.0,0.44,2007.0,2007.0,Activision
Guitar Hero III: Legends of Rock,X360,Music,3.9,78.0,6900.0,174,4.53,3.19,0.92,0.01,0.42,2007.0,2007.0,Activision
Guitar Hero III: Legends of Rock,PS3,Music,3.9,78.0,6900.0,174,2.26,1.4,0.54,0.02,0.3,2007.0,2007.0,Activision
Guitar Hero III: Legends of Rock,PC,Music,3.9,78.0,6900.0,174,0.01,0.01,0.0,0.0,0.0,2007.0,2007.0,Aspyr
Guitar Hero III: Legends of Rock,PS2,Simulator,3.9,78.0,6900.0,174,4.98,3.49,0.01,0.01,1.48,2007.0,2007.0,Activision
Guitar Hero III: Legends of Rock,Wii,Simulator,3.9,78.0,6900.0,174,4.62,3.06,1.12,0.0,0.44,2007.0,2007.0,Activision
Guitar Hero III: Legends of Rock,X360,Simulator,3.9,78.0,6900.0,174,4.53,3.19,0.92,0.01,0.42,2007.0,2007.0,Activision
Guitar Hero III: Legends of Rock,PS3,Simulator,3.9,78.0,6900.0,174,2.26,1.4,0.54,0.02,0.3,2007.0,2007.0,Activision
Guitar Hero III: Legends of Rock,PC,Simulator,3.9,78.0,6900.0,174,0.01,0.01,0.0,0.0,0.0,2007.0,2007.0,Aspyr
Gears of War,X360,Shooter,3.5,307.0,5300.0,545,6.11,3.54,1.9,0.07,0.6,2006.0,2006.0,Microsoft Game Studios
Gears of War,PC,Shooter,3.5,307.0,5300.0,545,0.02,0.0,0.01,0.0,0.0,2007.0,2006.0,Microsoft Game Studios
Final Fantasy Tactics,PS,Rpg,4.2,681.0,2100.0,1.6K,2.45,0.93,0.12,1.34,0.06,1997.0,1997.0,SquareSoft
Final Fantasy Tactics,PS,Strategy,4.2,681.0,2100.0,1.6K,2.45,0.93,0.12,1.34,0.06,1997.0,1997.0,SquareSoft
Final Fantasy Tactics,PS,Tactical,4.2,681.0,2100.0,1.6K,2.45,0.93,0.12,1.34,0.06,1997.0,1997.0,SquareSoft
Final Fantasy Tactics,PS,Turn Based Strategy,4.2,681.0,2100.0,1.6K,2.45,0.93,0.12,1.34,0.06,1997.0,1997.0,SquareSoft
Tekken 3,PS,Fighting,3.9,183.0,4200.0,253,7.16,3.27,2.22,1.4,0.29,1998.0,1997.0,Sony Computer Entertainment
Xenosaga Episode I: Der Wille zur Macht,PS2,Adventure,3.7,575.0,1200.0,1.3K,1.74,0.63,0.49,0.45,0.17,2002.0,2002.0,Namco Bandai Games
Xenosaga Episode I: Der Wille zur Macht,PS2,Rpg,3.7,575.0,1200.0,1.3K,1.74,0.63,0.49,0.45,0.17,2002.0,2002.0,Namco Bandai Games
Fire Emblem: The Sacred Stones,GBA,Rpg,3.7,395.0,3700.0,1.2K,0.89,0.42,0.16,0.3,0.02,2004.0,2004.0,Nintendo
Fire Emblem: The Sacred Stones,GBA,Strategy,3.7,395.0,3700.0,1.2K,0.89,0.42,0.16,0.3,0.02,2004.0,2004.0,Nintendo
Fire Emblem: The Sacred Stones,GBA,Tactical,3.7,395.0,3700.0,1.2K,0.89,0.42,0.16,0.3,0.02,2004.0,2004.0,Nintendo
Fire Emblem: The Sacred Stones,GBA,Turn Based Strategy,3.7,395.0,3700.0,1.2K,0.89,0.42,0.16,0.3,0.02,2004.0,2004.0,Nintendo
Uncharted: The Nathan Drake Collection,PS4,Adventure,4.1,319.0,4300.0,1.3K,4.47,1.96,1.69,0.08,0.74,2015.0,2015.0,Sony Computer Entertainment
Uncharted: The Nathan Drake Collection,PS4,Platform,4.1,319.0,4300.0,1.3K,4.47,1.96,1.69,0.08,0.74,2015.0,2015.0,Sony Computer Entertainment
Uncharted: The Nathan Drake Collection,PS4,Shooter,4.1,319.0,4300.0,1.3K,4.47,1.96,1.69,0.08,0.74,2015.0,2015.0,Sony Computer Entertainment
Dead Space 3,PS3,Adventure,2.6,388.0,3200.0,1K,1.0,0.44,0.38,0.0,0.17,2013.0,2013.0,Electronic Arts
Dead Space 3,X360,Adventure,2.6,388.0,3200.0,1K,0.99,0.64,0.28,0.0,0.08,2013.0,2013.0,Electronic Arts
Dead Space 3,PC,Adventure,2.6,388.0,3200.0,1K,0.2,0.02,0.15,0.0,0.02,,2013.0,Electronic Arts
Dead Space 3,PS3,Shooter,2.6,388.0,3200.0,1K,1.0,0.44,0.38,0.0,0.17,2013.0,2013.0,Electronic Arts
Dead Space 3,X360,Shooter,2.6,388.0,3200.0,1K,0.99,0.64,0.28,0.0,0.08,2013.0,2013.0,Electronic Arts
Dead Space 3,PC,Shooter,2.6,388.0,3200.0,1K,0.2,0.02,0.15,0.0,0.02,,2013.0,Electronic Arts
Devil May Cry HD Collection,PS3,Brawler,3.9,371.0,2200.0,1.1K,0.84,0.42,0.21,0.11,0.1,2012.0,2012.0,Capcom
Devil May Cry HD Collection,X360,Brawler,3.9,371.0,2200.0,1.1K,0.44,0.28,0.11,0.01,0.03,2012.0,2012.0,Capcom
Devil May Cry HD Collection,PS3,Platform,3.9,371.0,2200.0,1.1K,0.84,0.42,0.21,0.11,0.1,2012.0,2012.0,Capcom
Devil May Cry HD Collection,X360,Platform,3.9,371.0,2200.0,1.1K,0.44,0.28,0.11,0.01,0.03,2012.0,2012.0,Capcom
Armored Core,PS,Shooter,3.4,216.0,522.0,404,0.41,0.13,0.09,0.16,0.03,1997.0,1997.0,Sony Computer Entertainment
Armored Core,PS,Simulator,3.4,216.0,522.0,404,0.41,0.13,0.09,0.16,0.03,1997.0,1997.0,Sony Computer Entertainment
Luigi's Mansion: Dark Moon,3DS,Adventure,3.3,418.0,4300.0,1.1K,4.58,1.78,1.39,1.1,0.3,2013.0,2013.0,Nintendo
Castlevania: Order of Ecclesia,DS,Adventure,4.0,540.0,2000.0,963,0.41,0.31,0.03,0.04,0.03,2008.0,2008.0,Konami Digital Entertainment
Castlevania: Order of Ecclesia,DS,Brawler,4.0,540.0,2000.0,963,0.41,0.31,0.03,0.04,0.03,2008.0,2008.0,Konami Digital Entertainment
Castlevania: Order of Ecclesia,DS,Platform,4.0,540.0,2000.0,963,0.41,0.31,0.03,0.04,0.03,2008.0,2008.0,Konami Digital Entertainment
Castlevania: Order of Ecclesia,DS,Rpg,4.0,540.0,2000.0,963,0.41,0.31,0.03,0.04,0.03,2008.0,2008.0,Konami Digital Entertainment
Deadly Premonition,X360,Adventure,3.9,628.0,1400.0,991,0.27,0.18,0.06,0.0,0.02,2010.0,2010.0,Rising Star Games
Deadly Premonition,PS3,Adventure,3.9,628.0,1400.0,991,0.15,0.08,0.05,0.0,0.02,2010.0,2010.0,Rising Star Games
Deadly Premonition,X360,Shooter,3.9,628.0,1400.0,991,0.27,0.18,0.06,0.0,0.02,2010.0,2010.0,Rising Star Games
Deadly Premonition,PS3,Shooter,3.9,628.0,1400.0,991,0.15,0.08,0.05,0.0,0.02,2010.0,2010.0,Rising Star Games
LEGO Batman 2: DC Super Heroes,X360,Adventure,3.5,132.0,4600.0,821,1.68,0.9,0.64,0.0,0.15,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,Wii,Adventure,3.5,132.0,4600.0,821,1.46,0.94,0.4,0.0,0.11,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,PS3,Adventure,3.5,132.0,4600.0,821,1.22,0.5,0.53,0.0,0.2,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,DS,Adventure,3.5,132.0,4600.0,821,0.77,0.43,0.27,0.0,0.06,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,3DS,Adventure,3.5,132.0,4600.0,821,0.74,0.41,0.27,0.0,0.06,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,PSV,Adventure,3.5,132.0,4600.0,821,0.37,0.17,0.13,0.0,0.06,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,WiiU,Adventure,3.5,132.0,4600.0,821,0.13,0.05,0.07,0.0,0.01,2013.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,X360,Brawler,3.5,132.0,4600.0,821,1.68,0.9,0.64,0.0,0.15,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,Wii,Brawler,3.5,132.0,4600.0,821,1.46,0.94,0.4,0.0,0.11,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,PS3,Brawler,3.5,132.0,4600.0,821,1.22,0.5,0.53,0.0,0.2,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,DS,Brawler,3.5,132.0,4600.0,821,0.77,0.43,0.27,0.0,0.06,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,3DS,Brawler,3.5,132.0,4600.0,821,0.74,0.41,0.27,0.0,0.06,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,PSV,Brawler,3.5,132.0,4600.0,821,0.37,0.17,0.13,0.0,0.06,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,WiiU,Brawler,3.5,132.0,4600.0,821,0.13,0.05,0.07,0.0,0.01,2013.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,X360,Platform,3.5,132.0,4600.0,821,1.68,0.9,0.64,0.0,0.15,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,Wii,Platform,3.5,132.0,4600.0,821,1.46,0.94,0.4,0.0,0.11,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,PS3,Platform,3.5,132.0,4600.0,821,1.22,0.5,0.53,0.0,0.2,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,DS,Platform,3.5,132.0,4600.0,821,0.77,0.43,0.27,0.0,0.06,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,3DS,Platform,3.5,132.0,4600.0,821,0.74,0.41,0.27,0.0,0.06,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,PSV,Platform,3.5,132.0,4600.0,821,0.37,0.17,0.13,0.0,0.06,2012.0,2012.0,Warner Bros. Interactive Entertainment
LEGO Batman 2: DC Super Heroes,WiiU,Platform,3.5,132.0,4600.0,821,0.13,0.05,0.07,0.0,0.01,2013.0,2012.0,Warner Bros. Interactive Entertainment
Sonic Advance,GBA,Platform,3.2,212.0,4000.0,508,2.24,1.19,0.71,0.22,0.13,2001.0,2001.0,Sega
Just Cause 3,PS4,Adventure,3.1,155.0,4900.0,1K,1.83,0.46,1.02,0.07,0.28,2015.0,2015.0,Square Enix
Just Cause 3,XOne,Adventure,3.1,155.0,4900.0,1K,0.88,0.42,0.38,0.0,0.07,2015.0,2015.0,Square Enix
Just Cause 3,PC,Adventure,3.1,155.0,4900.0,1K,0.14,0.03,0.11,0.0,0.01,2015.0,2015.0,Square Enix
Suikoden II,PS,Rpg,4.4,653.0,1100.0,1.3K,0.68,0.15,0.1,0.38,0.04,1998.0,1998.0,Konami Digital Entertainment
Suikoden II,PS,Strategy,4.4,653.0,1100.0,1.3K,0.68,0.15,0.1,0.38,0.04,1998.0,1998.0,Konami Digital Entertainment
LittleBigPlanet,PS3,Platform,3.6,219.0,6000.0,403,5.92,2.8,2.05,0.17,0.9,2008.0,2008.0,Sony Computer Entertainment
LittleBigPlanet,PSP,Platform,3.6,219.0,6000.0,403,2.58,0.64,1.24,0.01,0.69,2009.0,2008.0,Sony Computer Entertainment
Wario Land 3,GB,Adventure,3.8,174.0,1200.0,588,2.2,1.11,0.51,0.34,0.23,2000.0,2000.0,Nintendo
Wario Land 3,GB,Platform,3.8,174.0,1200.0,588,2.2,1.11,0.51,0.34,0.23,2000.0,2000.0,Nintendo
Wario Land 3,GB,Puzzle,3.8,174.0,1200.0,588,2.2,1.11,0.51,0.34,0.23,2000.0,2000.0,Nintendo
Tales of Symphonia,GC,Rpg,3.9,572.0,2800.0,1.8K,1.1,0.54,0.21,0.31,0.04,2003.0,2003.0,Nintendo
Tales of Symphonia,PS3,Rpg,3.9,572.0,2800.0,1.8K,0.54,0.21,0.13,0.13,0.06,2013.0,2003.0,Namco Bandai Games
Final Fantasy VII,PS,Rpg,4.2,70.0,1200.0,427,9.72,3.01,2.47,3.28,0.96,1997.0,2012.0,Sony Computer Entertainment
Final Fantasy VII,PS,Turn Based Strategy,4.2,70.0,1200.0,427,9.72,3.01,2.47,3.28,0.96,1997.0,2012.0,Sony Computer Entertainment
Pikmin 2,GC,Adventure,4.1,500.0,2700.0,988,1.2,0.48,0.13,0.56,0.03,2004.0,2004.0,Nintendo
Pikmin 2,GC,Real Time Strategy,4.1,500.0,2700.0,988,1.2,0.48,0.13,0.56,0.03,2004.0,2004.0,Nintendo
Conker's Bad Fur Day,N64,Adventure,3.6,503.0,2700.0,907,0.77,0.53,0.22,0.0,0.02,2001.0,2001.0,THQ
Conker's Bad Fur Day,N64,Platform,3.6,503.0,2700.0,907,0.77,0.53,0.22,0.0,0.02,2001.0,2001.0,THQ
Conker's Bad Fur Day,N64,Shooter,3.6,503.0,2700.0,907,0.77,0.53,0.22,0.0,0.02,2001.0,2001.0,THQ
Fire Emblem: Radiant Dawn,Wii,Rpg,4.0,497.0,1800.0,1.1K,0.51,0.28,0.03,0.17,0.03,2007.0,2007.0,Nintendo
Fire Emblem: Radiant Dawn,Wii,Strategy,4.0,497.0,1800.0,1.1K,0.51,0.28,0.03,0.17,0.03,2007.0,2007.0,Nintendo
Fire Emblem: Radiant Dawn,Wii,Tactical,4.0,497.0,1800.0,1.1K,0.51,0.28,0.03,0.17,0.03,2007.0,2007.0,Nintendo
Skate 3,X360,Sport,4.0,188.0,4100.0,313,2.68,1.46,0.98,0.0,0.24,2010.0,2010.0,Electronic Arts
Skate 3,PS3,Sport,4.0,188.0,4100.0,313,2.08,0.79,0.94,0.0,0.35,2010.0,2010.0,Electronic Arts
Braid,PC,Adventure,3.4,385.0,3500.0,782,0.03,0.0,0.02,0.0,0.01,2009.0,2008.0,Number None
Braid,PC,Indie,3.4,385.0,3500.0,782,0.03,0.0,0.02,0.0,0.01,2009.0,2008.0,Number None
Braid,PC,Platform,3.4,385.0,3500.0,782,0.03,0.0,0.02,0.0,0.01,2009.0,2008.0,Number None
Braid,PC,Puzzle,3.4,385.0,3500.0,782,0.03,0.0,0.02,0.0,0.01,2009.0,2008.0,Number None
Braid,PC,Strategy,3.4,385.0,3500.0,782,0.03,0.0,0.02,0.0,0.01,2009.0,2008.0,Number None
Metro 2033,X360,Rpg,3.5,224.0,3700.0,1.1K,0.55,0.22,0.24,0.03,0.05,2010.0,2010.0,THQ
Metro 2033,PC,Rpg,3.5,224.0,3700.0,1.1K,0.24,0.0,0.19,0.0,0.05,2010.0,2010.0,THQ
Metro 2033,X360,Shooter,3.5,224.0,3700.0,1.1K,0.55,0.22,0.24,0.03,0.05,2010.0,2010.0,THQ
Metro 2033,PC,Shooter,3.5,224.0,3700.0,1.1K,0.24,0.0,0.19,0.0,0.05,2010.0,2010.0,THQ
The Legend of Zelda: Twilight Princess HD,WiiU,Adventure,4.2,503.0,2500.0,956,0.94,0.48,0.3,0.08,0.08,2016.0,2016.0,Nintendo
The Legend of Zelda: Twilight Princess HD,WiiU,Platform,4.2,503.0,2500.0,956,0.94,0.48,0.3,0.08,0.08,2016.0,2016.0,Nintendo
The Legend of Zelda: Twilight Princess HD,WiiU,Puzzle,4.2,503.0,2500.0,956,0.94,0.48,0.3,0.08,0.08,2016.0,2016.0,Nintendo
We Love Katamari,PS2,Adventure,4.3,410.0,1400.0,520,0.52,0.26,0.2,0.0,0.07,2005.0,2005.0,Electronic Arts
We Love Katamari,PS2,Puzzle,4.3,410.0,1400.0,520,0.52,0.26,0.2,0.0,0.07,2005.0,2005.0,Electronic Arts
Kirby's Dream Land 2,GB,Platform,3.2,146.0,2300.0,480,2.36,0.69,0.14,1.48,0.05,1995.0,1995.0,Nintendo
Banjo-Tooie,N64,Adventure,3.8,485.0,3000.0,1.2K,1.49,0.82,0.36,0.25,0.06,2000.0,2000.0,Nintendo
Banjo-Tooie,N64,Platform,3.8,485.0,3000.0,1.2K,1.49,0.82,0.36,0.25,0.06,2000.0,2000.0,Nintendo
The Legend of Zelda: Oracle of Ages,GB,Adventure,3.7,492.0,2800.0,1.5K,1.92,0.92,0.53,0.41,0.06,2001.0,2001.0,Nintendo
The Legend of Zelda: Oracle of Ages,GB,Rpg,3.7,492.0,2800.0,1.5K,1.92,0.92,0.53,0.41,0.06,2001.0,2001.0,Nintendo
Saints Row 2,X360,Adventure,3.7,191.0,3600.0,803,3.03,1.94,0.8,0.02,0.27,2008.0,2008.0,THQ
Saints Row 2,PS3,Adventure,3.7,191.0,3600.0,803,1.69,0.88,0.54,0.02,0.25,2008.0,2008.0,THQ
Saints Row 2,PC,Adventure,3.7,191.0,3600.0,803,0.04,0.0,0.03,0.0,0.01,2009.0,2008.0,THQ
Saints Row 2,X360,Racing,3.7,191.0,3600.0,803,3.03,1.94,0.8,0.02,0.27,2008.0,2008.0,THQ
Saints Row 2,PS3,Racing,3.7,191.0,3600.0,803,1.69,0.88,0.54,0.02,0.25,2008.0,2008.0,THQ
Saints Row 2,PC,Racing,3.7,191.0,3600.0,803,0.04,0.0,0.03,0.0,0.01,2009.0,2008.0,THQ
Saints Row 2,X360,Shooter,3.7,191.0,3600.0,803,3.03,1.94,0.8,0.02,0.27,2008.0,2008.0,THQ
Saints Row 2,PS3,Shooter,3.7,191.0,3600.0,803,1.69,0.88,0.54,0.02,0.25,2008.0,2008.0,THQ
Saints Row 2,PC,Shooter,3.7,191.0,3600.0,803,0.04,0.0,0.03,0.0,0.01,2009.0,2008.0,THQ
Just Cause 2,PS3,Adventure,3.2,142.0,5100.0,771,1.78,0.45,0.94,0.06,0.33,2010.0,2010.0,Square Enix
Just Cause 2,X360,Adventure,3.2,142.0,5100.0,771,1.62,0.59,0.85,0.02,0.17,2010.0,2010.0,Square Enix
Just Cause 2,PC,Adventure,3.2,142.0,5100.0,771,0.13,0.0,0.1,0.0,0.03,2010.0,2010.0,Square Enix
Just Cause 2,PS3,Racing,3.2,142.0,5100.0,771,1.78,0.45,0.94,0.06,0.33,2010.0,2010.0,Square Enix
Just Cause 2,X360,Racing,3.2,142.0,5100.0,771,1.62,0.59,0.85,0.02,0.17,2010.0,2010.0,Square Enix
Just Cause 2,PC,Racing,3.2,142.0,5100.0,771,0.13,0.0,0.1,0.0,0.03,2010.0,2010.0,Square Enix
Just Cause 2,PS3,Shooter,3.2,142.0,5100.0,771,1.78,0.45,0.94,0.06,0.33,2010.0,2010.0,Square Enix
Just Cause 2,X360,Shooter,3.2,142.0,5100.0,771,1.62,0.59,0.85,0.02,0.17,2010.0,2010.0,Square Enix
Just Cause 2,PC,Shooter,3.2,142.0,5100.0,771,0.13,0.0,0.1,0.0,0.03,2010.0,2010.0,Square Enix
Final Fantasy V,SNES,Adventure,3.8,460.0,2300.0,1.2K,2.45,0.0,0.0,2.43,0.02,1992.0,1992.0,SquareSoft
Final Fantasy V,PS,Adventure,3.8,460.0,2300.0,1.2K,0.17,0.0,0.0,0.16,0.01,1998.0,1992.0,SquareSoft
Final Fantasy V,SNES,Rpg,3.8,460.0,2300.0,1.2K,2.45,0.0,0.0,2.43,0.02,1992.0,1992.0,SquareSoft
Final Fantasy V,PS,Rpg,3.8,460.0,2300.0,1.2K,0.17,0.0,0.0,0.16,0.01,1998.0,1992.0,SquareSoft
Live A Live,SNES,Rpg,4.2,491.0,555.0,738,0.32,0.0,0.0,0.32,0.0,1994.0,1994.0,SquareSoft
Infamous 2,PS3,Adventure,3.7,343.0,4400.0,674,1.85,1.05,0.49,0.08,0.23,2011.0,2011.0,Sony Computer Entertainment
Infamous 2,PS3,Brawler,3.7,343.0,4400.0,674,1.85,1.05,0.49,0.08,0.23,2011.0,2011.0,Sony Computer Entertainment
Infamous 2,PS3,Puzzle,3.7,343.0,4400.0,674,1.85,1.05,0.49,0.08,0.23,2011.0,2011.0,Sony Computer Entertainment
Hitman: Blood Money,PS2,Shooter,4.0,238.0,3200.0,859,0.5,0.25,0.19,0.0,0.06,2006.0,2006.0,Eidos Interactive
Hitman: Blood Money,X360,Shooter,4.0,238.0,3200.0,859,0.4,0.29,0.06,0.01,0.03,2006.0,2006.0,Eidos Interactive
Hitman: Blood Money,XB,Shooter,4.0,238.0,3200.0,859,0.14,0.11,0.03,0.0,0.01,2006.0,2006.0,Eidos Interactive
Hitman: Blood Money,PC,Shooter,4.0,238.0,3200.0,859,0.04,0.0,0.03,0.0,0.01,2006.0,2006.0,Eidos Interactive
Professor Layton and the Unwound Future,DS,Point-And-Click,4.3,388.0,2400.0,664,3.36,0.65,1.61,0.82,0.28,2008.0,2008.0,Nintendo
Professor Layton and the Unwound Future,DS,Puzzle,4.3,388.0,2400.0,664,3.36,0.65,1.61,0.82,0.28,2008.0,2008.0,Nintendo
Professor Layton and the Unwound Future,DS,Visual Novel,4.3,388.0,2400.0,664,3.36,0.65,1.61,0.82,0.28,2008.0,2008.0,Nintendo
Donkey Kong Country: Tropical Freeze,WiiU,Platform,4.2,500.0,2100.0,741,1.52,0.73,0.52,0.15,0.12,2014.0,2018.0,Nintendo
Fire Emblem: Thracia 776,SNES,Rpg,4.1,329.0,820.0,771,0.26,0.0,0.0,0.26,0.0,1999.0,1999.0,Nintendo
Fire Emblem: Thracia 776,SNES,Strategy,4.1,329.0,820.0,771,0.26,0.0,0.0,0.26,0.0,1999.0,1999.0,Nintendo
Fire Emblem: Thracia 776,SNES,Tactical,4.1,329.0,820.0,771,0.26,0.0,0.0,0.26,0.0,1999.0,1999.0,Nintendo
Pikmin 3,WiiU,Adventure,4.0,385.0,2700.0,797,1.11,0.45,0.31,0.29,0.06,2013.0,2013.0,Nintendo
Pikmin 3,WiiU,Real Time Strategy,4.0,385.0,2700.0,797,1.11,0.45,0.31,0.29,0.06,2013.0,2013.0,Nintendo
Chaos;Head Noah,X360,Adventure,4.0,174.0,199.0,215,0.04,0.0,0.0,0.04,0.0,2009.0,2009.0,5pb
Chaos;Head Noah,PSP,Adventure,4.0,174.0,199.0,215,0.02,0.0,0.0,0.02,0.0,2010.0,2009.0,5pb
Chaos;Head Noah,PSV,Adventure,4.0,174.0,199.0,215,0.01,0.0,0.0,0.01,0.0,2014.0,2009.0,5pb
Chaos;Head Noah,X360,Simulator,4.0,174.0,199.0,215,0.04,0.0,0.0,0.04,0.0,2009.0,2009.0,5pb
Chaos;Head Noah,PSP,Simulator,4.0,174.0,199.0,215,0.02,0.0,0.0,0.02,0.0,2010.0,2009.0,5pb
Chaos;Head Noah,PSV,Simulator,4.0,174.0,199.0,215,0.01,0.0,0.0,0.01,0.0,2014.0,2009.0,5pb
Chaos;Head Noah,X360,Visual Novel,4.0,174.0,199.0,215,0.04,0.0,0.0,0.04,0.0,2009.0,2009.0,5pb
Chaos;Head Noah,PSP,Visual Novel,4.0,174.0,199.0,215,0.02,0.0,0.0,0.02,0.0,2010.0,2009.0,5pb
Chaos;Head Noah,PSV,Visual Novel,4.0,174.0,199.0,215,0.01,0.0,0.0,0.01,0.0,2014.0,2009.0,5pb
Crysis,PC,Adventure,3.2,241.0,3000.0,561,0.72,0.0,0.69,0.0,0.03,2007.0,2007.0,Electronic Arts
Crysis,PC,Shooter,3.2,241.0,3000.0,561,0.72,0.0,0.69,0.0,0.03,2007.0,2007.0,Electronic Arts
Sonic and the Secret Rings,Wii,Platform,1.9,160.0,3100.0,348,2.77,1.24,1.2,0.04,0.3,2007.0,2007.0,Sega
Mario Party 2,N64,Card & Board Game,3.7,132.0,3900.0,199,2.5,1.28,0.14,1.08,0.01,1999.0,1999.0,Nintendo
Animal Crossing,GC,Simulator,3.9,317.0,3900.0,389,3.15,1.92,0.16,0.99,0.09,2001.0,2001.0,Nintendo
Final Fantasy XIII-2,PS3,Adventure,3.3,449.0,2300.0,1.4K,2.68,0.78,0.75,0.89,0.26,2011.0,2011.0,Square Enix
Final Fantasy XIII-2,X360,Adventure,3.3,449.0,2300.0,1.4K,0.74,0.36,0.3,0.02,0.06,2011.0,2011.0,Square Enix
