Title,Platform,Genres,Rating,Wishlist,Plays,Backlogs,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year,Release_Year,Publisher
Minecraft,X360,Adventure,4.3,230.0,33000.0,1.1K,9.2,5.58,2.83,0.02,0.77,2013.0,2011.0,Microsoft Game Studios
Minecraft,PS3,Adventure,4.3,230.0,33000.0,1.1K,5.42,1.97,2.51,0.0,0.94,2014.0,2011.0,Sony Computer Entertainment
Minecraft,PS4,Adventure,4.3,230.0,33000.0,1.1K,4.02,1.38,1.87,0.12,0.65,2014.0,2011.0,Sony Computer Entertainment Europe
Minecraft,XOne,Adventure,4.3,230.0,33000.0,1.1K,2.41,1.43,0.76,0.0,0.22,2014.0,2011.0,Microsoft Game Studios
Minecraft,PSV,Adventure,4.3,230.0,33000.0,1.1K,2.25,0.28,0.79,0.87,0.32,2014.0,2011.0,Sony Computer Entertainment Europe
Minecraft,WiiU,Adventure,4.3,230.0,33000.0,1.1K,0.43,0.18,0.09,0.14,0.03,2016.0,2011.0,Microsoft Game Studios
Minecraft,X360,Simulator,4.3,230.0,33000.0,1.1K,9.2,5.58,2.83,0.02,0.77,2013.0,2011.0,Microsoft Game Studios
Minecraft,PS3,Simulator,4.3,230.0,33000.0,1.1K,5.42,1.97,2.51,0.0,0.94,2014.0,2011.0,Sony Computer Entertainment
Minecraft,PS4,Simulator,4.3,230.0,33000.0,1.1K,4.02,1.38,1.87,0.12,0.65,2014.0,2011.0,Sony Computer Entertainment Europe
Minecraft,XOne,Simulator,4.3,230.0,33000.0,1.1K,2.41,1.43,0.76,0.0,0.22,2014.0,2011.0,Microsoft Game Studios
Minecraft,PSV,Simulator,4.3,230.0,33000.0,1.1K,2.25,0.28,0.79,0.87,0.32,2014.0,2011.0,Sony Computer Entertainment Europe
Minecraft,WiiU,Simulator,4.3,230.0,33000.0,1.1K,0.43,0.18,0.09,0.14,0.03,2016.0,2011.0,Microsoft Game Studios
God of War,PS2,Adventure,4.2,2600.0,21000.0,4.8K,4.45,2.71,1.29,0.02,0.43,2005.0,2018.0,Sony Computer Entertainment
God of War,PS2,Brawler,4.2,2600.0,21000.0,4.8K,4.45,2.71,1.29,0.02,0.43,2005.0,2018.0,Sony Computer Entertainment
God of War,PS2,Rpg,4.2,2600.0,21000.0,4.8K,4.45,2.71,1.29,0.02,0.43,2005.0,2018.0,Sony Computer Entertainment
Portal 2,X360,Adventure,4.4,1200.0,29000.0,3.9K,2.1,1.41,0.51,0.01,0.17,2011.0,2011.0,Valve Software
Portal 2,PS3,Adventure,4.4,1200.0,29000.0,3.9K,1.74,0.83,0.63,0.02,0.25,2011.0,2011.0,Valve
Portal 2,PC,Adventure,4.4,1200.0,29000.0,3.9K,0.76,0.33,0.32,0.0,0.11,2011.0,2011.0,Valve Software
Portal 2,X360,Platform,4.4,1200.0,29000.0,3.9K,2.1,1.41,0.51,0.01,0.17,2011.0,2011.0,Valve Software
Portal 2,PS3,Platform,4.4,1200.0,29000.0,3.9K,1.74,0.83,0.63,0.02,0.25,2011.0,2011.0,Valve
Portal 2,PC,Platform,4.4,1200.0,29000.0,3.9K,0.76,0.33,0.32,0.0,0.11,2011.0,2011.0,Valve Software
Portal 2,X360,Puzzle,4.4,1200.0,29000.0,3.9K,2.1,1.41,0.51,0.01,0.17,2011.0,2011.0,Valve Software
Portal 2,PS3,Puzzle,4.4,1200.0,29000.0,3.9K,1.74,0.83,0.63,0.02,0.25,2011.0,2011.0,Valve
Portal 2,PC,Puzzle,4.4,1200.0,29000.0,3.9K,0.76,0.33,0.32,0.0,0.11,2011.0,2011.0,Valve Software
Portal 2,X360,Shooter,4.4,1200.0,29000.0,3.9K,2.1,1.41,0.51,0.01,0.17,2011.0,2011.0,Valve Software
Portal 2,PS3,Shooter,4.4,1200.0,29000.0,3.9K,1.74,0.83,0.63,0.02,0.25,2011.0,2011.0,Valve
Portal 2,PC,Shooter,4.4,1200.0,29000.0,3.9K,0.76,0.33,0.32,0.0,0.11,2011.0,2011.0,Valve Software
Bloodborne,PS4,Adventure,4.5,3300.0,17000.0,5.6K,2.38,1.0,0.76,0.26,0.36,2015.0,2015.0,Sony Computer Entertainment
Bloodborne,PS4,Rpg,4.5,3300.0,17000.0,5.6K,2.38,1.0,0.76,0.26,0.36,2015.0,2015.0,Sony Computer Entertainment
Metal Gear Rising: Revengeance,PS3,Adventure,4.1,2000.0,14000.0,4.2K,1.47,0.45,0.4,0.44,0.18,2013.0,2013.0,Konami Digital Entertainment
Metal Gear Rising: Revengeance,X360,Adventure,4.1,2000.0,14000.0,4.2K,0.5,0.29,0.16,0.0,0.04,2013.0,2013.0,Konami Digital Entertainment
Metal Gear Rising: Revengeance,PS3,Brawler,4.1,2000.0,14000.0,4.2K,1.47,0.45,0.4,0.44,0.18,2013.0,2013.0,Konami Digital Entertainment
Metal Gear Rising: Revengeance,X360,Brawler,4.1,2000.0,14000.0,4.2K,0.5,0.29,0.16,0.0,0.04,2013.0,2013.0,Konami Digital Entertainment
Metal Gear Rising: Revengeance,PS3,Shooter,4.1,2000.0,14000.0,4.2K,1.47,0.45,0.4,0.44,0.18,2013.0,2013.0,Konami Digital Entertainment
Metal Gear Rising: Revengeance,X360,Shooter,4.1,2000.0,14000.0,4.2K,0.5,0.29,0.16,0.0,0.04,2013.0,2013.0,Konami Digital Entertainment
Metal Gear Rising: Revengeance,PS3,Strategy,4.1,2000.0,14000.0,4.2K,1.47,0.45,0.4,0.44,0.18,2013.0,2013.0,Konami Digital Entertainment
Metal Gear Rising: Revengeance,X360,Strategy,4.1,2000.0,14000.0,4.2K,0.5,0.29,0.16,0.0,0.04,2013.0,2013.0,Konami Digital Entertainment
Grand Theft Auto V,PS3,Adventure,3.8,664.0,30000.0,3.2K,21.4,7.01,9.27,0.97,4.14,2013.0,2013.0,Take-Two Interactive
Grand Theft Auto V,X360,Adventure,3.8,664.0,30000.0,3.2K,16.38,9.63,5.31,0.06,1.38,2013.0,2013.0,Take-Two Interactive
Grand Theft Auto V,PS4,Adventure,3.8,664.0,30000.0,3.2K,11.98,3.8,5.81,0.36,2.02,2014.0,2013.0,Take-Two Interactive
Grand Theft Auto V,XOne,Adventure,3.8,664.0,30000.0,3.2K,5.08,2.66,2.01,0.0,0.41,2014.0,2013.0,Take-Two Interactive
Grand Theft Auto V,PC,Adventure,3.8,664.0,30000.0,3.2K,1.08,0.36,0.64,0.0,0.08,2015.0,2013.0,Take-Two Interactive
Grand Theft Auto V,PS3,Shooter,3.8,664.0,30000.0,3.2K,21.4,7.01,9.27,0.97,4.14,2013.0,2013.0,Take-Two Interactive
Grand Theft Auto V,X360,Shooter,3.8,664.0,30000.0,3.2K,16.38,9.63,5.31,0.06,1.38,2013.0,2013.0,Take-Two Interactive
Grand Theft Auto V,PS4,Shooter,3.8,664.0,30000.0,3.2K,11.98,3.8,5.81,0.36,2.02,2014.0,2013.0,Take-Two Interactive
Grand Theft Auto V,XOne,Shooter,3.8,664.0,30000.0,3.2K,5.08,2.66,2.01,0.0,0.41,2014.0,2013.0,Take-Two Interactive
Grand Theft Auto V,PC,Shooter,3.8,664.0,30000.0,3.2K,1.08,0.36,0.64,0.0,0.08,2015.0,2013.0,Take-Two Interactive
Dark Souls III,PS4,Adventure,4.2,2200.0,19000.0,4.3K,1.56,0.58,0.44,0.33,0.21,2016.0,2016.0,Namco Bandai Games
Dark Souls III,XOne,Adventure,4.2,2200.0,19000.0,4.3K,0.35,0.23,0.09,0.0,0.03,2016.0,2016.0,Namco Bandai Games
Dark Souls III,PC,Adventure,4.2,2200.0,19000.0,4.3K,0.05,0.0,0.05,0.0,0.0,2016.0,2016.0,Namco Bandai Games
Dark Souls III,PS4,Rpg,4.2,2200.0,19000.0,4.3K,1.56,0.58,0.44,0.33,0.21,2016.0,2016.0,Namco Bandai Games
Dark Souls III,XOne,Rpg,4.2,2200.0,19000.0,4.3K,0.35,0.23,0.09,0.0,0.03,2016.0,2016.0,Namco Bandai Games
Dark Souls III,PC,Rpg,4.2,2200.0,19000.0,4.3K,0.05,0.0,0.05,0.0,0.0,2016.0,2016.0,Namco Bandai Games
Super Mario 64,N64,Adventure,4.1,775.0,21000.0,2.5K,11.89,6.91,2.85,1.91,0.23,1996.0,1996.0,Nintendo
Super Mario 64,DS,Adventure,4.1,775.0,21000.0,2.5K,10.42,5.08,3.11,1.25,0.98,2004.0,1996.0,Nintendo
Super Mario 64,N64,Platform,4.1,775.0,21000.0,2.5K,11.89,6.91,2.85,1.91,0.23,1996.0,1996.0,Nintendo
Super Mario 64,DS,Platform,4.1,775.0,21000.0,2.5K,10.42,5.08,3.11,1.25,0.98,2004.0,1996.0,Nintendo
Final Fantasy VII,PS,Adventure,4.2,1500.0,15000.0,5K,9.72,3.01,2.47,3.28,0.96,1997.0,1997.0,Sony Computer Entertainment
Final Fantasy VII,PS,Rpg,4.2,1500.0,15000.0,5K,9.72,3.01,2.47,3.28,0.96,1997.0,1997.0,Sony Computer Entertainment
Final Fantasy VII,PS,Turn Based Strategy,4.2,1500.0,15000.0,5K,9.72,3.01,2.47,3.28,0.96,1997.0,1997.0,Sony Computer Entertainment
Super Mario Galaxy,Wii,Adventure,4.3,1200.0,21000.0,3.1K,11.52,6.16,3.4,1.2,0.76,2007.0,2007.0,Nintendo
Super Mario Galaxy,Wii,Platform,4.3,1200.0,21000.0,3.1K,11.52,6.16,3.4,1.2,0.76,2007.0,2007.0,Nintendo
Fallout: New Vegas,X360,Rpg,4.3,1400.0,16000.0,5K,4.08,2.65,1.06,0.04,0.33,2010.0,2010.0,Bethesda Softworks
Fallout: New Vegas,PS3,Rpg,4.3,1400.0,16000.0,5K,3.17,1.52,1.08,0.1,0.47,2010.0,2010.0,Bethesda Softworks
Fallout: New Vegas,PC,Rpg,4.3,1400.0,16000.0,5K,1.16,0.58,0.45,0.0,0.14,2010.0,2010.0,Bethesda Softworks
Fallout: New Vegas,X360,Shooter,4.3,1400.0,16000.0,5K,4.08,2.65,1.06,0.04,0.33,2010.0,2010.0,Bethesda Softworks
Fallout: New Vegas,PS3,Shooter,4.3,1400.0,16000.0,5K,3.17,1.52,1.08,0.1,0.47,2010.0,2010.0,Bethesda Softworks
Fallout: New Vegas,PC,Shooter,4.3,1400.0,16000.0,5K,1.16,0.58,0.45,0.0,0.14,2010.0,2010.0,Bethesda Softworks
Resident Evil 2,PS,Adventure,4.3,1900.0,15000.0,3.6K,5.82,1.88,1.47,2.02,0.45,1998.0,2019.0,Virgin Interactive
Resident Evil 2,N64,Adventure,4.3,1900.0,15000.0,3.6K,0.56,0.39,0.09,0.07,0.01,1999.0,2019.0,Virgin Interactive
Resident Evil 2,GC,Adventure,4.3,1900.0,15000.0,3.6K,0.06,0.04,0.01,0.0,0.0,2003.0,2019.0,Capcom
Resident Evil 2,PS,Shooter,4.3,1900.0,15000.0,3.6K,5.82,1.88,1.47,2.02,0.45,1998.0,2019.0,Virgin Interactive
Resident Evil 2,N64,Shooter,4.3,1900.0,15000.0,3.6K,0.56,0.39,0.09,0.07,0.01,1999.0,2019.0,Virgin Interactive
Resident Evil 2,GC,Shooter,4.3,1900.0,15000.0,3.6K,0.06,0.04,0.01,0.0,0.0,2003.0,2019.0,Capcom
Doom,PS,Shooter,4.0,1400.0,18000.0,4K,0.78,0.43,0.3,0.0,0.05,1994.0,2016.0,Infogrames
Doom,GBA,Shooter,4.0,1400.0,18000.0,4K,0.14,0.1,0.04,0.0,0.0,2001.0,2016.0,Activision
Doom,PC,Shooter,4.0,1400.0,18000.0,4K,0.03,0.02,0.0,0.0,0.0,1992.0,2016.0,id Software
Bayonetta,PS3,Brawler,3.9,2300.0,13000.0,5K,1.23,0.44,0.41,0.21,0.17,2009.0,2009.0,Sega
Bayonetta,X360,Brawler,3.9,2300.0,13000.0,5K,0.94,0.51,0.26,0.09,0.08,2009.0,2009.0,Sega
Bayonetta,PS3,Shooter,3.9,2300.0,13000.0,5K,1.23,0.44,0.41,0.21,0.17,2009.0,2009.0,Sega
Bayonetta,X360,Shooter,3.9,2300.0,13000.0,5K,0.94,0.51,0.26,0.09,0.08,2009.0,2009.0,Sega
Silent Hill 2,PS2,Adventure,4.5,2100.0,8600.0,2.9K,1.28,0.62,0.49,0.0,0.16,2001.0,2001.0,Konami Digital Entertainment
Silent Hill 2,PS2,Puzzle,4.5,2100.0,8600.0,2.9K,1.28,0.62,0.49,0.0,0.16,2001.0,2001.0,Konami Digital Entertainment
The Witcher 3: Wild Hunt,PS4,Adventure,4.3,1600.0,17000.0,6.1K,3.73,0.96,2.0,0.21,0.56,2015.0,2015.0,Namco Bandai Games
The Witcher 3: Wild Hunt,XOne,Adventure,4.3,1600.0,17000.0,6.1K,1.24,0.66,0.47,0.0,0.11,2015.0,2015.0,Namco Bandai Games
The Witcher 3: Wild Hunt,PC,Adventure,4.3,1600.0,17000.0,6.1K,0.67,0.2,0.42,0.0,0.05,2015.0,2015.0,Namco Bandai Games
The Witcher 3: Wild Hunt,PS4,Rpg,4.3,1600.0,17000.0,6.1K,3.73,0.96,2.0,0.21,0.56,2015.0,2015.0,Namco Bandai Games
The Witcher 3: Wild Hunt,XOne,Rpg,4.3,1600.0,17000.0,6.1K,1.24,0.66,0.47,0.0,0.11,2015.0,2015.0,Namco Bandai Games
The Witcher 3: Wild Hunt,PC,Rpg,4.3,1600.0,17000.0,6.1K,0.67,0.2,0.42,0.0,0.05,2015.0,2015.0,Namco Bandai Games
Persona 5,PS4,Adventure,4.1,1700.0,16000.0,2.8K,0.34,0.0,0.0,0.34,0.0,2016.0,2016.0,Atlus
Persona 5,PS3,Adventure,4.1,1700.0,16000.0,2.8K,0.1,0.0,0.0,0.1,0.0,2016.0,2016.0,Unknown
Persona 5,PS4,Rpg,4.1,1700.0,16000.0,2.8K,0.34,0.0,0.0,0.34,0.0,2016.0,2016.0,Atlus
Persona 5,PS3,Rpg,4.1,1700.0,16000.0,2.8K,0.1,0.0,0.0,0.1,0.0,2016.0,2016.0,Unknown
Persona 5,PS4,Turn Based Strategy,4.1,1700.0,16000.0,2.8K,0.34,0.0,0.0,0.34,0.0,2016.0,2016.0,Atlus
Persona 5,PS3,Turn Based Strategy,4.1,1700.0,16000.0,2.8K,0.1,0.0,0.0,0.1,0.0,2016.0,2016.0,Unknown
The Elder Scrolls V: Skyrim,X360,Adventure,3.7,1000.0,22000.0,3K,8.84,5.03,2.86,0.1,0.85,2011.0,2011.0,Bethesda Softworks
The Elder Scrolls V: Skyrim,PS3,Adventure,3.7,1000.0,22000.0,3K,6.56,2.55,2.71,0.25,1.05,2011.0,2011.0,Bethesda Softworks
The Elder Scrolls V: Skyrim,PC,Adventure,3.7,1000.0,22000.0,3K,3.88,1.15,2.09,0.0,0.64,2011.0,2011.0,Bethesda Softworks
The Elder Scrolls V: Skyrim,X360,Rpg,3.7,1000.0,22000.0,3K,8.84,5.03,2.86,0.1,0.85,2011.0,2011.0,Bethesda Softworks
The Elder Scrolls V: Skyrim,PS3,Rpg,3.7,1000.0,22000.0,3K,6.56,2.55,2.71,0.25,1.05,2011.0,2011.0,Bethesda Softworks
The Elder Scrolls V: Skyrim,PC,Rpg,3.7,1000.0,22000.0,3K,3.88,1.15,2.09,0.0,0.64,2011.0,2011.0,Bethesda Softworks
Resident Evil 4,PS2,Shooter,4.3,1200.0,14000.0,3K,3.62,2.08,0.83,0.46,0.25,2005.0,2005.0,Capcom
Resident Evil 4,Wii,Shooter,4.3,1200.0,14000.0,3K,2.26,1.34,0.57,0.14,0.21,2007.0,2005.0,Capcom
Resident Evil 4,GC,Shooter,4.3,1200.0,14000.0,3K,1.69,0.98,0.42,0.22,0.06,2005.0,2005.0,Capcom
Resident Evil 4,PC,Shooter,4.3,1200.0,14000.0,3K,0.03,0.0,0.02,0.0,0.01,2007.0,2005.0,Ubisoft
Dark Souls,PS3,Adventure,4.3,1400.0,14000.0,2.5K,2.07,0.75,0.54,0.54,0.23,2011.0,2011.0,Namco Bandai Games
Dark Souls,X360,Adventure,4.3,1400.0,14000.0,2.5K,1.0,0.64,0.28,0.0,0.08,2011.0,2011.0,Namco Bandai Games
Dark Souls,PC,Adventure,4.3,1400.0,14000.0,2.5K,0.07,0.0,0.06,0.0,0.01,2012.0,2011.0,Namco Bandai Games
Dark Souls,PS3,Rpg,4.3,1400.0,14000.0,2.5K,2.07,0.75,0.54,0.54,0.23,2011.0,2011.0,Namco Bandai Games
Dark Souls,X360,Rpg,4.3,1400.0,14000.0,2.5K,1.0,0.64,0.28,0.0,0.08,2011.0,2011.0,Namco Bandai Games
Dark Souls,PC,Rpg,4.3,1400.0,14000.0,2.5K,0.07,0.0,0.06,0.0,0.01,2012.0,2011.0,Namco Bandai Games
The Legend of Zelda: Ocarina of Time,N64,Adventure,4.3,1400.0,17000.0,3K,7.6,4.1,1.89,1.45,0.16,1998.0,1998.0,Nintendo
The Legend of Zelda: Ocarina of Time,3DS,Adventure,4.3,1400.0,17000.0,3K,4.21,2.03,1.27,0.62,0.3,2011.0,1998.0,Nintendo
The Legend of Zelda: Ocarina of Time,N64,Rpg,4.3,1400.0,17000.0,3K,7.6,4.1,1.89,1.45,0.16,1998.0,1998.0,Nintendo
The Legend of Zelda: Ocarina of Time,3DS,Rpg,4.3,1400.0,17000.0,3K,4.21,2.03,1.27,0.62,0.3,2011.0,1998.0,Nintendo
Chrono Trigger,SNES,Adventure,4.5,2200.0,9100.0,4.9K,2.31,0.28,0.0,2.02,0.01,1995.0,1995.0,SquareSoft
Chrono Trigger,DS,Adventure,4.5,2200.0,9100.0,4.9K,1.47,0.69,0.2,0.49,0.09,2008.0,1995.0,Square Enix
Chrono Trigger,SNES,Rpg,4.5,2200.0,9100.0,4.9K,2.31,0.28,0.0,2.02,0.01,1995.0,1995.0,SquareSoft
Chrono Trigger,DS,Rpg,4.5,2200.0,9100.0,4.9K,1.47,0.69,0.2,0.49,0.09,2008.0,1995.0,Square Enix
Metal Gear Solid 2: Sons of Liberty,PS2,Adventure,4.4,1400.0,10000.0,2.6K,6.05,2.45,2.01,0.87,0.72,2001.0,2001.0,Konami Digital Entertainment
Super Mario World,SNES,Adventure,4.2,460.0,18000.0,1.7K,20.61,12.78,3.75,3.54,0.55,1990.0,1990.0,Nintendo
Super Mario World,GBA,Adventure,4.2,460.0,18000.0,1.7K,5.46,3.21,1.11,0.95,0.2,2001.0,1990.0,Nintendo
Super Mario World,SNES,Platform,4.2,460.0,18000.0,1.7K,20.61,12.78,3.75,3.54,0.55,1990.0,1990.0,Nintendo
Super Mario World,GBA,Platform,4.2,460.0,18000.0,1.7K,5.46,3.21,1.11,0.95,0.2,2001.0,1990.0,Nintendo
EarthBound,SNES,Adventure,4.2,1800.0,9000.0,4.8K,0.81,0.0,0.0,0.81,0.0,1994.0,1994.0,Nintendo
EarthBound,SNES,Rpg,4.2,1800.0,9000.0,4.8K,0.81,0.0,0.0,0.81,0.0,1994.0,1994.0,Nintendo
EarthBound,SNES,Turn Based Strategy,4.2,1800.0,9000.0,4.8K,0.81,0.0,0.0,0.81,0.0,1994.0,1994.0,Nintendo
Castlevania: Symphony of the Night,PS,Adventure,4.4,1700.0,9100.0,3.4K,1.27,0.58,0.4,0.21,0.08,1997.0,1997.0,Konami Digital Entertainment
Castlevania: Symphony of the Night,PS,Platform,4.4,1700.0,9100.0,3.4K,1.27,0.58,0.4,0.21,0.08,1997.0,1997.0,Konami Digital Entertainment
Castlevania: Symphony of the Night,PS,Rpg,4.4,1700.0,9100.0,3.4K,1.27,0.58,0.4,0.21,0.08,1997.0,1997.0,Konami Digital Entertainment
Super Metroid,SNES,Adventure,4.3,907.0,11000.0,3K,1.42,0.57,0.12,0.71,0.02,1994.0,1994.0,Nintendo
Super Metroid,SNES,Platform,4.3,907.0,11000.0,3K,1.42,0.57,0.12,0.71,0.02,1994.0,1994.0,Nintendo
Super Metroid,SNES,Shooter,4.3,907.0,11000.0,3K,1.42,0.57,0.12,0.71,0.02,1994.0,1994.0,Nintendo
Super Mario Bros.,NES,Adventure,3.5,237.0,18000.0,733,40.24,29.08,3.58,6.81,0.77,1985.0,1985.0,Nintendo
Super Mario Bros.,GB,Adventure,3.5,237.0,18000.0,733,5.07,3.4,1.3,0.15,0.22,1999.0,1985.0,Nintendo
Super Mario Bros.,NES,Platform,3.5,237.0,18000.0,733,40.24,29.08,3.58,6.81,0.77,1985.0,1985.0,Nintendo
Super Mario Bros.,GB,Platform,3.5,237.0,18000.0,733,5.07,3.4,1.3,0.15,0.22,1999.0,1985.0,Nintendo
The Legend of Zelda: Majora's Mask,N64,Adventure,4.4,1800.0,13000.0,3.9K,3.36,1.9,0.67,0.73,0.06,2000.0,2000.0,Nintendo
The Last of Us,PS3,Adventure,4.2,1400.0,17000.0,2K,5.99,2.41,2.28,0.28,1.01,2013.0,2013.0,Sony Computer Entertainment Europe
The Last of Us,PS4,Adventure,4.2,1400.0,17000.0,2K,4.55,1.78,1.87,0.07,0.82,2014.0,2013.0,Sony Computer Entertainment
The Last of Us,PS3,Shooter,4.2,1400.0,17000.0,2K,5.99,2.41,2.28,0.28,1.01,2013.0,2013.0,Sony Computer Entertainment Europe
The Last of Us,PS4,Shooter,4.2,1400.0,17000.0,2K,4.55,1.78,1.87,0.07,0.82,2014.0,2013.0,Sony Computer Entertainment
Terraria,X360,Adventure,4.0,593.0,18000.0,2.2K,0.72,0.35,0.31,0.0,0.06,2013.0,2011.0,505 Games
Terraria,PS3,Adventure,4.0,593.0,18000.0,2.2K,0.49,0.07,0.26,0.09,0.07,2013.0,2011.0,505 Games
Terraria,PC,Adventure,4.0,593.0,18000.0,2.2K,0.15,0.0,0.13,0.0,0.02,2011.0,2011.0,Unknown
Terraria,PSV,Adventure,4.0,593.0,18000.0,2.2K,0.11,0.0,0.01,0.09,0.0,2013.0,2011.0,Screenlife
Terraria,3DS,Adventure,4.0,593.0,18000.0,2.2K,0.08,0.0,0.03,0.04,0.0,2016.0,2011.0,505 Games
Terraria,PS4,Adventure,4.0,593.0,18000.0,2.2K,0.06,0.0,0.05,0.01,0.01,2014.0,2011.0,505 Games
Terraria,XOne,Adventure,4.0,593.0,18000.0,2.2K,0.04,0.0,0.04,0.0,0.0,2014.0,2011.0,505 Games
Terraria,WiiU,Adventure,4.0,593.0,18000.0,2.2K,0.03,0.0,0.02,0.0,0.0,2016.0,2011.0,505 Games
Terraria,X360,Indie,4.0,593.0,18000.0,2.2K,0.72,0.35,0.31,0.0,0.06,2013.0,2011.0,505 Games
Terraria,PS3,Indie,4.0,593.0,18000.0,2.2K,0.49,0.07,0.26,0.09,0.07,2013.0,2011.0,505 Games
Terraria,PC,Indie,4.0,593.0,18000.0,2.2K,0.15,0.0,0.13,0.0,0.02,2011.0,2011.0,Unknown
Terraria,PSV,Indie,4.0,593.0,18000.0,2.2K,0.11,0.0,0.01,0.09,0.0,2013.0,2011.0,Screenlife
Terraria,3DS,Indie,4.0,593.0,18000.0,2.2K,0.08,0.0,0.03,0.04,0.0,2016.0,2011.0,505 Games
Terraria,PS4,Indie,4.0,593.0,18000.0,2.2K,0.06,0.0,0.05,0.01,0.01,2014.0,2011.0,505 Games
Terraria,XOne,Indie,4.0,593.0,18000.0,2.2K,0.04,0.0,0.04,0.0,0.0,2014.0,2011.0,505 Games
Terraria,WiiU,Indie,4.0,593.0,18000.0,2.2K,0.03,0.0,0.02,0.0,0.0,2016.0,2011.0,505 Games
Terraria,X360,Platform,4.0,593.0,18000.0,2.2K,0.72,0.35,0.31,0.0,0.06,2013.0,2011.0,505 Games
Terraria,PS3,Platform,4.0,593.0,18000.0,2.2K,0.49,0.07,0.26,0.09,0.07,2013.0,2011.0,505 Games
Terraria,PC,Platform,4.0,593.0,18000.0,2.2K,0.15,0.0,0.13,0.0,0.02,2011.0,2011.0,Unknown
Terraria,PSV,Platform,4.0,593.0,18000.0,2.2K,0.11,0.0,0.01,0.09,0.0,2013.0,2011.0,Screenlife
Terraria,3DS,Platform,4.0,593.0,18000.0,2.2K,0.08,0.0,0.03,0.04,0.0,2016.0,2011.0,505 Games
Terraria,PS4,Platform,4.0,593.0,18000.0,2.2K,0.06,0.0,0.05,0.01,0.01,2014.0,2011.0,505 Games
Terraria,XOne,Platform,4.0,593.0,18000.0,2.2K,0.04,0.0,0.04,0.0,0.0,2014.0,2011.0,505 Games
Terraria,WiiU,Platform,4.0,593.0,18000.0,2.2K,0.03,0.0,0.02,0.0,0.0,2016.0,2011.0,505 Games
Terraria,X360,Rpg,4.0,593.0,18000.0,2.2K,0.72,0.35,0.31,0.0,0.06,2013.0,2011.0,505 Games
Terraria,PS3,Rpg,4.0,593.0,18000.0,2.2K,0.49,0.07,0.26,0.09,0.07,2013.0,2011.0,505 Games
Terraria,PC,Rpg,4.0,593.0,18000.0,2.2K,0.15,0.0,0.13,0.0,0.02,2011.0,2011.0,Unknown
Terraria,PSV,Rpg,4.0,593.0,18000.0,2.2K,0.11,0.0,0.01,0.09,0.0,2013.0,2011.0,Screenlife
Terraria,3DS,Rpg,4.0,593.0,18000.0,2.2K,0.08,0.0,0.03,0.04,0.0,2016.0,2011.0,505 Games
Terraria,PS4,Rpg,4.0,593.0,18000.0,2.2K,0.06,0.0,0.05,0.01,0.01,2014.0,2011.0,505 Games
Terraria,XOne,Rpg,4.0,593.0,18000.0,2.2K,0.04,0.0,0.04,0.0,0.0,2014.0,2011.0,505 Games
Terraria,WiiU,Rpg,4.0,593.0,18000.0,2.2K,0.03,0.0,0.02,0.0,0.0,2016.0,2011.0,505 Games
Terraria,X360,Strategy,4.0,593.0,18000.0,2.2K,0.72,0.35,0.31,0.0,0.06,2013.0,2011.0,505 Games
Terraria,PS3,Strategy,4.0,593.0,18000.0,2.2K,0.49,0.07,0.26,0.09,0.07,2013.0,2011.0,505 Games
Terraria,PC,Strategy,4.0,593.0,18000.0,2.2K,0.15,0.0,0.13,0.0,0.02,2011.0,2011.0,Unknown
Terraria,PSV,Strategy,4.0,593.0,18000.0,2.2K,0.11,0.0,0.01,0.09,0.0,2013.0,2011.0,Screenlife
Terraria,3DS,Strategy,4.0,593.0,18000.0,2.2K,0.08,0.0,0.03,0.04,0.0,2016.0,2011.0,505 Games
Terraria,PS4,Strategy,4.0,593.0,18000.0,2.2K,0.06,0.0,0.05,0.01,0.01,2014.0,2011.0,505 Games
Terraria,XOne,Strategy,4.0,593.0,18000.0,2.2K,0.04,0.0,0.04,0.0,0.0,2014.0,2011.0,505 Games
Terraria,WiiU,Strategy,4.0,593.0,18000.0,2.2K,0.03,0.0,0.02,0.0,0.0,2016.0,2011.0,505 Games
Metal Gear Solid V: The Phantom Pain,PS4,Adventure,3.8,1200.0,14000.0,4.5K,3.38,1.08,1.35,0.48,0.47,2015.0,2015.0,Konami Digital Entertainment
Metal Gear Solid V: The Phantom Pain,XOne,Adventure,3.8,1200.0,14000.0,4.5K,0.71,0.37,0.26,0.01,0.06,2015.0,2015.0,Konami Digital Entertainment
Metal Gear Solid V: The Phantom Pain,PS3,Adventure,3.8,1200.0,14000.0,4.5K,0.7,0.21,0.18,0.22,0.08,2015.0,2015.0,Konami Digital Entertainment
Metal Gear Solid V: The Phantom Pain,X360,Adventure,3.8,1200.0,14000.0,4.5K,0.21,0.12,0.08,0.0,0.02,2015.0,2015.0,Konami Digital Entertainment
Metal Gear Solid V: The Phantom Pain,PC,Adventure,3.8,1200.0,14000.0,4.5K,0.08,0.0,0.07,0.0,0.0,2015.0,2015.0,Konami Digital Entertainment
Metal Gear Solid V: The Phantom Pain,PS4,Shooter,3.8,1200.0,14000.0,4.5K,3.38,1.08,1.35,0.48,0.47,2015.0,2015.0,Konami Digital Entertainment
